study_accession	sample_accession	secondary_sample_accession	run_accession	sample_title
PRJEB13747	SAMEA3944921	ERS1132055	ERR1382650	Plate18.25
PRJEB13747	SAMEA3943342	ERS1130476	ERR1382651	Plate37.34
PRJEB13747	SAMEA3945070	ERS1132204	ERR1382652	Plate21.86
PRJEB13747	SAMEA3945154	ERS1132288	ERR1382653	Plate22.68
PRJEB13747	SAMEA3944489	ERS1131623	ERR1382654	Plate12.82
PRJEB13747	SAMEA3944419	ERS1131553	ERR1382655	Plate11.85
PRJEB13747	SAMEA3943195	ERS1130329	ERR1382656	Plate35.54
PRJEB13747	SAMEA3943916	ERS1131050	ERR1382657	Plate39.80
PRJEB13747	SAMEA3946301	ERS1133435	ERR1382658	Plate9.96
PRJEB13747	SAMEA3945511	ERS1132645	ERR1382659	Plate27.29
PRJEB13747	SAMEA3945797	ERS1132931	ERR1382660	Plate31.22
PRJEB13747	SAMEA3945015	ERS1132149	ERR1382661	Plate20.17
PRJEB13747	SAMEA3946223	ERS1133357	ERR1382662	Plate7.70
PRJEB13747	SAMEA3946053	ERS1133187	ERR1382663	Plate5.91
PRJEB13747	SAMEA3946264	ERS1133398	ERR1382664	Plate8.30
PRJEB13747	SAMEA3943482	ERS1130616	ERR1382665	Plate42.38
PRJEB13747	SAMEA3946192	ERS1133326	ERR1382666	Plate7.41
PRJEB13747	SAMEA3944375	ERS1131509	ERR1382667	Plate10.45
PRJEB13747	SAMEA3945397	ERS1132531	ERR1382668	Plate25.1
PRJEB13747	SAMEA3943620	ERS1130754	ERR1382669	Plate45.34
PRJEB13747	SAMEA3944912	ERS1132046	ERR1382670	Plate18.34
PRJEB13747	SAMEA3945707	ERS1132841	ERR1382671	Plate30.50
PRJEB13747	SAMEA3944981	ERS1132115	ERR1382672	Plate20.55
PRJEB13747	SAMEA3945094	ERS1132228	ERR1382673	Plate21.60
PRJEB13747	SAMEA3944824	ERS1131958	ERR1382674	Plate17.96
PRJEB13747	SAMEA3944920	ERS1132054	ERR1382675	Plate18.61
PRJEB13747	SAMEA3943951	ERS1131085	ERR1382676	Plate39.15
PRJEB13747	SAMEA3945209	ERS1132343	ERR1382677	Plate23.94
PRJEB13747	SAMEA3946008	ERS1133142	ERR1382678	Plate5.32
PRJEB13747	SAMEA3945675	ERS1132809	ERR1382679	Plate29.9
PRJEB13747	SAMEA3946132	ERS1133266	ERR1382680	Plate6.11
PRJEB13747	SAMEA3944192	ERS1131326	ERR1382681	High2.53
PRJEB13747	SAMEA3943552	ERS1130686	ERR1382682	Plate44.4
PRJEB13747	SAMEA3944956	ERS1132090	ERR1382683	Plate19.52
PRJEB13747	SAMEA3944567	ERS1131701	ERR1382684	Plate13.39
PRJEB13747	SAMEA3944130	ERS1131264	ERR1382685	High1.83
PRJEB13747	SAMEA3945609	ERS1132743	ERR1382686	Plate29.5
PRJEB13747	SAMEA3944088	ERS1131222	ERR1382687	High1.71
PRJEB13747	SAMEA3945057	ERS1132191	ERR1382688	Plate21.57
PRJEB13747	SAMEA3944288	ERS1131422	ERR1382689	Low2.20
PRJEB13747	SAMEA3944709	ERS1131843	ERR1382690	Plate15.87
PRJEB13747	SAMEA3943823	ERS1130957	ERR1382691	Plate38.73
PRJEB13747	SAMEA3943923	ERS1131057	ERR1382692	Plate39.37
PRJEB13747	SAMEA3944302	ERS1131436	ERR1382693	Low2.1
PRJEB13747	SAMEA3943730	ERS1130864	ERR1382694	Plate46.40
PRJEB13747	SAMEA3945011	ERS1132145	ERR1382695	Plate20.40
PRJEB13747	SAMEA3945884	ERS1133018	ERR1382696	Plate32.36
PRJEB13747	SAMEA3944540	ERS1131674	ERR1382697	Plate13.16
PRJEB13747	SAMEA3945736	ERS1132870	ERR1382698	Plate30.64
PRJEB13747	SAMEA3946380	ERS1133514	ERR1382699	PlateRedo1.90
PRJEB13747	SAMEA3943983	ERS1131117	ERR1382700	Plate41.26
PRJEB13747	SAMEA3944457	ERS1131591	ERR1382701	Plate12.62
PRJEB13747	SAMEA3945556	ERS1132690	ERR1382702	Plate28.15
PRJEB13747	SAMEA3944990	ERS1132124	ERR1382703	Plate20.42
PRJEB13747	SAMEA3944183	ERS1131317	ERR1382704	High2.58
PRJEB13747	SAMEA3945778	ERS1132912	ERR1382705	Plate31.20
PRJEB13747	SAMEA3944895	ERS1132029	ERR1382706	Plate18.5
PRJEB13747	SAMEA3945369	ERS1132503	ERR1382707	Plate25.53
PRJEB13747	SAMEA3944023	ERS1131157	ERR1382708	Plate41.48
PRJEB13747	SAMEA3943371	ERS1130505	ERR1382709	Plate37.88
PRJEB13747	SAMEA3945259	ERS1132393	ERR1382710	Plate24.81
PRJEB13747	SAMEA3944116	ERS1131250	ERR1382711	High1.70
PRJEB13747	SAMEA3946368	ERS1133502	ERR1382712	PlateRedo1.9
PRJEB13747	SAMEA3945769	ERS1132903	ERR1382713	Plate31.32
PRJEB13747	SAMEA3945079	ERS1132213	ERR1382714	Plate21.20
PRJEB13747	SAMEA3943123	ERS1130257	ERR1382715	Plate34.2.8
PRJEB13747	SAMEA3945379	ERS1132513	ERR1382716	Plate25.88
PRJEB13747	SAMEA3944108	ERS1131242	ERR1382717	High1.7
PRJEB13747	SAMEA3944446	ERS1131580	ERR1382718	Plate11.13
PRJEB13747	SAMEA3945812	ERS1132946	ERR1382719	Plate31.47
PRJEB13747	SAMEA3944475	ERS1131609	ERR1382720	Plate12.42
PRJEB13747	SAMEA3946077	ERS1133211	ERR1382721	Plate6.77
PRJEB13747	SAMEA3946239	ERS1133373	ERR1382722	Plate8.78
PRJEB13747	SAMEA3946101	ERS1133235	ERR1382723	Plate6.1
PRJEB13747	SAMEA3945898	ERS1133032	ERR1382724	Plate32.42
PRJEB13747	SAMEA3944548	ERS1131682	ERR1382725	Plate13.29
PRJEB13747	SAMEA3945912	ERS1133046	ERR1382726	Plate33.29
PRJEB13747	SAMEA3945036	ERS1132170	ERR1382727	Plate20.93
PRJEB13747	SAMEA3943510	ERS1130644	ERR1382728	Plate42.13
PRJEB13747	SAMEA3945490	ERS1132624	ERR1382729	Plate27.48
PRJEB13747	SAMEA3945755	ERS1132889	ERR1382730	Plate30.92
PRJEB13747	SAMEA3943863	ERS1130997	ERR1382731	Plate38.45
PRJEB13747	SAMEA3945287	ERS1132421	ERR1382732	Plate24.50
PRJEB13747	SAMEA3945692	ERS1132826	ERR1382733	Plate30.62
PRJEB13747	SAMEA3944868	ERS1132002	ERR1382734	Plate18.45
PRJEB13747	SAMEA3943865	ERS1130999	ERR1382735	Plate38.69
PRJEB13747	SAMEA3944751	ERS1131885	ERR1382736	Plate16.6
PRJEB13747	SAMEA3944646	ERS1131780	ERR1382737	Plate15.36
PRJEB13747	SAMEA3946017	ERS1133151	ERR1382738	Plate5.11
PRJEB13747	SAMEA3945307	ERS1132441	ERR1382739	Plate24.29
PRJEB13747	SAMEA3945327	ERS1132461	ERR1382740	Plate25.29
PRJEB13747	SAMEA3943737	ERS1130871	ERR1382741	Plate46.30
PRJEB13747	SAMEA3943977	ERS1131111	ERR1382742	Plate41.89
PRJEB13747	SAMEA3943970	ERS1131104	ERR1382743	Plate41.66
PRJEB13747	SAMEA3943256	ERS1130390	ERR1382744	Plate35.81
PRJEB13747	SAMEA3944634	ERS1131768	ERR1382745	Plate14.51
PRJEB13747	SAMEA3945280	ERS1132414	ERR1382746	Plate24.34
PRJEB13747	SAMEA3945420	ERS1132554	ERR1382747	Plate26.26
PRJEB13747	SAMEA3943187	ERS1130321	ERR1382748	Plate34.2.17
PRJEB13747	SAMEA3944479	ERS1131613	ERR1382749	Plate12.6
PRJEB13747	SAMEA3945353	ERS1132487	ERR1382750	Plate25.31
PRJEB13747	SAMEA3943825	ERS1130959	ERR1382751	Plate38.57
PRJEB13747	SAMEA3943720	ERS1130854	ERR1382752	Plate46.25
PRJEB13747	SAMEA3943506	ERS1130640	ERR1382753	Plate42.16
PRJEB13747	SAMEA3945603	ERS1132737	ERR1382754	Plate28.5
PRJEB13747	SAMEA3946347	ERS1133481	ERR1382755	PlateRedo1.70
PRJEB13747	SAMEA3944515	ERS1131649	ERR1382756	Plate13.14
PRJEB13747	SAMEA3945622	ERS1132756	ERR1382757	Plate29.39
PRJEB13747	SAMEA3945393	ERS1132527	ERR1382758	Plate25.11
PRJEB13747	SAMEA3946248	ERS1133382	ERR1382759	Plate8.52
PRJEB13747	SAMEA3943327	ERS1130461	ERR1382760	Plate36.7
PRJEB13747	SAMEA3943651	ERS1130785	ERR1382761	Plate45.54
PRJEB13747	SAMEA3945050	ERS1132184	ERR1382762	Plate21.49
PRJEB13747	SAMEA3944281	ERS1131415	ERR1382763	Low2.60
PRJEB13747	SAMEA3944236	ERS1131370	ERR1382764	Low1.92
PRJEB13747	SAMEA3943355	ERS1130489	ERR1382765	Plate37.3
PRJEB13747	SAMEA3943746	ERS1130880	ERR1382766	Plate47.71
PRJEB13747	SAMEA3945119	ERS1132253	ERR1382767	Plate21.58
PRJEB13747	SAMEA3943894	ERS1131028	ERR1382768	Plate39.2
PRJEB13747	SAMEA3945670	ERS1132804	ERR1382769	Plate29.81
PRJEB13747	SAMEA3945943	ERS1133077	ERR1382770	Plate33.36
PRJEB13747	SAMEA3946283	ERS1133417	ERR1382771	Plate8.32
PRJEB13747	SAMEA3943902	ERS1131036	ERR1382772	Plate39.13
PRJEB13747	SAMEA3945468	ERS1132602	ERR1382773	Plate26.75
PRJEB13747	SAMEA3944009	ERS1131143	ERR1382774	Plate41.78
PRJEB13747	SAMEA3946149	ERS1133283	ERR1382775	Plate6.4
PRJEB13747	SAMEA3943491	ERS1130625	ERR1382776	Plate42.61
PRJEB13747	SAMEA3943793	ERS1130927	ERR1382777	Plate47.69
PRJEB13747	SAMEA3946334	ERS1133468	ERR1382778	Plate9.3
PRJEB13747	SAMEA3946089	ERS1133223	ERR1382779	Plate6.8
PRJEB13747	SAMEA3943672	ERS1130806	ERR1382780	Plate46.1
PRJEB13747	SAMEA3945589	ERS1132723	ERR1382781	Plate28.44
PRJEB13747	SAMEA3944435	ERS1131569	ERR1382782	Plate11.15
PRJEB13747	SAMEA3945968	ERS1133102	ERR1382783	Plate34.61
PRJEB13747	SAMEA3944636	ERS1131770	ERR1382784	Plate14.56
PRJEB13747	SAMEA3945554	ERS1132688	ERR1382785	Plate28.22
PRJEB13747	SAMEA3943173	ERS1130307	ERR1382786	Plate34.2.57
PRJEB13747	SAMEA3944555	ERS1131689	ERR1382787	Plate13.68
PRJEB13747	SAMEA3945060	ERS1132194	ERR1382788	Plate21.54
PRJEB13747	SAMEA3943581	ERS1130715	ERR1382789	Plate45.85
PRJEB13747	SAMEA3943404	ERS1130538	ERR1382790	Plate40.63
PRJEB13747	SAMEA3945567	ERS1132701	ERR1382791	Plate28.21
PRJEB13747	SAMEA3943465	ERS1130599	ERR1382792	Plate40.51
PRJEB13747	SAMEA3944149	ERS1131283	ERR1382793	High2.2
PRJEB13747	SAMEA3945004	ERS1132138	ERR1382794	Plate20.26
PRJEB13747	SAMEA3944410	ERS1131544	ERR1382795	Plate10.28
PRJEB13747	SAMEA3946158	ERS1133292	ERR1382796	Plate7.24
PRJEB13747	SAMEA3943707	ERS1130841	ERR1382797	Plate46.74
PRJEB13747	SAMEA3944013	ERS1131147	ERR1382798	Plate41.58
PRJEB13747	SAMEA3944467	ERS1131601	ERR1382799	Plate12.55
PRJEB13747	SAMEA3944936	ERS1132070	ERR1382800	Plate19.85
PRJEB13747	SAMEA3943785	ERS1130919	ERR1382801	Plate47.63
PRJEB13747	SAMEA3945404	ERS1132538	ERR1382802	Plate26.11
PRJEB13747	SAMEA3944568	ERS1131702	ERR1382803	Plate13.37
PRJEB13747	SAMEA3944145	ERS1131279	ERR1382804	High2.40
PRJEB13747	SAMEA3943721	ERS1130855	ERR1382805	Plate46.85
PRJEB13747	SAMEA3944923	ERS1132057	ERR1382806	Plate19.12
PRJEB13747	SAMEA3944918	ERS1132052	ERR1382807	Plate18.47
PRJEB13747	SAMEA3944334	ERS1131468	ERR1382808	Low2.93
PRJEB13747	SAMEA3943438	ERS1130572	ERR1382809	Plate40.53
PRJEB13747	SAMEA3943238	ERS1130372	ERR1382810	Plate35.27
PRJEB13747	SAMEA3943474	ERS1130608	ERR1382811	Plate42.42
PRJEB13747	SAMEA3943763	ERS1130897	ERR1382812	Plate47.52
PRJEB13747	SAMEA3945169	ERS1132303	ERR1382813	Plate23.37
PRJEB13747	SAMEA3943485	ERS1130619	ERR1382814	Plate42.47
PRJEB13747	SAMEA3944499	ERS1131633	ERR1382815	Plate12.72
PRJEB13747	SAMEA3943890	ERS1131024	ERR1382816	Plate39.50
PRJEB13747	SAMEA3943698	ERS1130832	ERR1382817	Plate46.4
PRJEB13747	SAMEA3944980	ERS1132114	ERR1382818	Plate20.59
PRJEB13747	SAMEA3944800	ERS1131934	ERR1382819	Plate17.56
PRJEB13747	SAMEA3944665	ERS1131799	ERR1382820	Plate15.94
PRJEB13747	SAMEA3945319	ERS1132453	ERR1382821	Plate25.59
PRJEB13747	SAMEA3943926	ERS1131060	ERR1382822	Plate39.88
PRJEB13747	SAMEA3944278	ERS1131412	ERR1382823	Low2.82
PRJEB13747	SAMEA3943967	ERS1131101	ERR1382824	Plate41.11
PRJEB13747	SAMEA3945330	ERS1132464	ERR1382825	Plate25.10
PRJEB13747	SAMEA3943603	ERS1130737	ERR1382826	Plate45.19
PRJEB13747	SAMEA3945000	ERS1132134	ERR1382827	Plate20.73
PRJEB13747	SAMEA3943441	ERS1130575	ERR1382828	Plate40.27
PRJEB13747	SAMEA3945785	ERS1132919	ERR1382829	Plate31.38
PRJEB13747	SAMEA3943915	ERS1131049	ERR1382830	Plate39.22
PRJEB13747	SAMEA3945577	ERS1132711	ERR1382831	Plate28.75
PRJEB13747	SAMEA3944423	ERS1131557	ERR1382832	Plate11.18
PRJEB13747	SAMEA3945450	ERS1132584	ERR1382833	Plate26.70
PRJEB13747	SAMEA3944251	ERS1131385	ERR1382834	Low1.93
PRJEB13747	SAMEA3946136	ERS1133270	ERR1382835	Plate6.55
PRJEB13747	SAMEA3945838	ERS1132972	ERR1382836	Plate31.27
PRJEB13747	SAMEA3943292	ERS1130426	ERR1382837	Plate36.2
PRJEB13747	SAMEA3945055	ERS1132189	ERR1382838	Plate21.80
PRJEB13747	SAMEA3944741	ERS1131875	ERR1382839	Plate16.19
PRJEB13747	SAMEA3946371	ERS1133505	ERR1382840	PlateRedo1.68
PRJEB13747	SAMEA3945025	ERS1132159	ERR1382841	Plate20.45
PRJEB13747	SAMEA3945495	ERS1132629	ERR1382842	Plate27.42
PRJEB13747	SAMEA3946021	ERS1133155	ERR1382843	Plate5.31
PRJEB13747	SAMEA3945685	ERS1132819	ERR1382844	Plate30.75
PRJEB13747	SAMEA3946034	ERS1133168	ERR1382845	Plate5.58
PRJEB13747	SAMEA3945195	ERS1132329	ERR1382846	Plate23.52
PRJEB13747	SAMEA3945760	ERS1132894	ERR1382847	Plate30.18
PRJEB13747	SAMEA3945514	ERS1132648	ERR1382848	Plate27.17
PRJEB13747	SAMEA3945005	ERS1132139	ERR1382849	Plate20.60
PRJEB13747	SAMEA3944044	ERS1131178	ERR1382850	Plate43.20
PRJEB13747	SAMEA3945012	ERS1132146	ERR1382851	Plate20.5
PRJEB13747	SAMEA3945579	ERS1132713	ERR1382852	Plate28.83
PRJEB13747	SAMEA3944256	ERS1131390	ERR1382853	Low1.85
PRJEB13747	SAMEA3943229	ERS1130363	ERR1382854	Plate35.59
PRJEB13747	SAMEA3944110	ERS1131244	ERR1382855	High1.52
PRJEB13747	SAMEA3943676	ERS1130810	ERR1382856	Plate46.46
PRJEB13747	SAMEA3945040	ERS1132174	ERR1382857	Plate21.14
PRJEB13747	SAMEA3944321	ERS1131455	ERR1382858	Low2.41
PRJEB13747	SAMEA3946292	ERS1133426	ERR1382859	Plate9.50
PRJEB13747	SAMEA3943489	ERS1130623	ERR1382860	Plate42.45
PRJEB13747	SAMEA3943855	ERS1130989	ERR1382861	Plate38.41
PRJEB13747	SAMEA3943777	ERS1130911	ERR1382862	Plate47.74
PRJEB13747	SAMEA3946373	ERS1133507	ERR1382863	PlateRedo1.84
PRJEB13747	SAMEA3944755	ERS1131889	ERR1382864	Plate16.15
PRJEB13747	SAMEA3945341	ERS1132475	ERR1382865	Plate25.69
PRJEB13747	SAMEA3945611	ERS1132745	ERR1382866	Plate29.46
PRJEB13747	SAMEA3944164	ERS1131298	ERR1382867	High2.69
PRJEB13747	SAMEA3944052	ERS1131186	ERR1382868	Plate43.17
PRJEB13747	SAMEA3943244	ERS1130378	ERR1382869	Plate35.56
PRJEB13747	SAMEA3945740	ERS1132874	ERR1382870	Plate30.4
PRJEB13747	SAMEA3944297	ERS1131431	ERR1382871	Low2.11
PRJEB13747	SAMEA3944674	ERS1131808	ERR1382872	Plate15.56
PRJEB13747	SAMEA3944949	ERS1132083	ERR1382873	Plate19.48
PRJEB13747	SAMEA3944204	ERS1131338	ERR1382874	Low1.8
PRJEB13747	SAMEA3943630	ERS1130764	ERR1382875	Plate45.68
PRJEB13747	SAMEA3945901	ERS1133035	ERR1382876	Plate32.8
PRJEB13747	SAMEA3944404	ERS1131538	ERR1382877	Plate10.37
PRJEB13747	SAMEA3945930	ERS1133064	ERR1382878	Plate33.31
PRJEB13747	SAMEA3945792	ERS1132926	ERR1382879	Plate31.1
PRJEB13747	SAMEA3943906	ERS1131040	ERR1382880	Plate39.6
PRJEB13747	SAMEA3945878	ERS1133012	ERR1382881	Plate32.56
PRJEB13747	SAMEA3945096	ERS1132230	ERR1382882	Plate21.27
PRJEB13747	SAMEA3945221	ERS1132355	ERR1382883	Plate23.35
PRJEB13747	SAMEA3943984	ERS1131118	ERR1382884	Plate41.86
PRJEB13747	SAMEA3943473	ERS1130607	ERR1382885	Plate42.43
PRJEB13747	SAMEA3943483	ERS1130617	ERR1382886	Plate42.12
PRJEB13747	SAMEA3943808	ERS1130942	ERR1382887	Plate37.46
PRJEB13747	SAMEA3943444	ERS1130578	ERR1382888	Plate40.17
PRJEB13747	SAMEA3943750	ERS1130884	ERR1382889	Plate47.40
PRJEB13747	SAMEA3943479	ERS1130613	ERR1382890	Plate42.59
PRJEB13747	SAMEA3945656	ERS1132790	ERR1382891	Plate29.60
PRJEB13747	SAMEA3943888	ERS1131022	ERR1382892	Plate39.68
PRJEB13747	SAMEA3944109	ERS1131243	ERR1382893	High1.85
PRJEB13747	SAMEA3943533	ERS1130667	ERR1382894	Plate42.3
PRJEB13747	SAMEA3944203	ERS1131337	ERR1382895	Low1.14
PRJEB13747	SAMEA3944960	ERS1132094	ERR1382896	Plate19.73
PRJEB13747	SAMEA3943765	ERS1130899	ERR1382897	Plate47.7
PRJEB13747	SAMEA3946259	ERS1133393	ERR1382898	Plate8.17
PRJEB13747	SAMEA3945452	ERS1132586	ERR1382899	Plate26.78
PRJEB13747	SAMEA3943629	ERS1130763	ERR1382900	Plate45.72
PRJEB13747	SAMEA3943239	ERS1130373	ERR1382901	Plate35.68
PRJEB13747	SAMEA3945820	ERS1132954	ERR1382902	Plate31.91
PRJEB13747	SAMEA3943478	ERS1130612	ERR1382903	Plate42.56
PRJEB13747	SAMEA3946042	ERS1133176	ERR1382904	Plate5.59
PRJEB13747	SAMEA3946083	ERS1133217	ERR1382905	Plate6.12
PRJEB13747	SAMEA3944470	ERS1131604	ERR1382906	Plate12.50
PRJEB13747	SAMEA3944270	ERS1131404	ERR1382907	Low1.45
PRJEB13747	SAMEA3944072	ERS1131206	ERR1382908	High1.4
PRJEB13747	SAMEA3945866	ERS1133000	ERR1382909	Plate32.76
PRJEB13747	SAMEA3943834	ERS1130968	ERR1382910	Plate38.84
PRJEB13747	SAMEA3943556	ERS1130690	ERR1382911	Plate44.43
PRJEB13747	SAMEA3945059	ERS1132193	ERR1382912	Plate21.90
PRJEB13747	SAMEA3943338	ERS1130472	ERR1382913	Plate37.10
PRJEB13747	SAMEA3945364	ERS1132498	ERR1382914	Plate25.93
PRJEB13747	SAMEA3944597	ERS1131731	ERR1382915	Plate14.94
PRJEB13747	SAMEA3943918	ERS1131052	ERR1382916	Plate39.4
PRJEB13747	SAMEA3944427	ERS1131561	ERR1382917	Plate11.17
PRJEB13747	SAMEA3944439	ERS1131573	ERR1382918	Plate11.28
PRJEB13747	SAMEA3945023	ERS1132157	ERR1382919	Plate20.79
PRJEB13747	SAMEA3944834	ERS1131968	ERR1382920	Plate17.4
PRJEB13747	SAMEA3945817	ERS1132951	ERR1382921	Plate31.78
PRJEB13747	SAMEA3944012	ERS1131146	ERR1382922	Plate41.84
PRJEB13747	SAMEA3945375	ERS1132509	ERR1382923	Plate25.38
PRJEB13747	SAMEA3945378	ERS1132512	ERR1382924	Plate25.85
PRJEB13747	SAMEA3945121	ERS1132255	ERR1382925	Plate22.70
PRJEB13747	SAMEA3945595	ERS1132729	ERR1382926	Plate28.89
PRJEB13747	SAMEA3945677	ERS1132811	ERR1382927	Plate29.1
PRJEB13747	SAMEA3943328	ERS1130462	ERR1382928	Plate36.25
PRJEB13747	SAMEA3944697	ERS1131831	ERR1382929	Plate15.1
PRJEB13747	SAMEA3945633	ERS1132767	ERR1382930	Plate29.77
PRJEB13747	SAMEA3944730	ERS1131864	ERR1382931	Plate16.18
PRJEB13747	SAMEA3944271	ERS1131405	ERR1382932	Low2.80
PRJEB13747	SAMEA3945660	ERS1132794	ERR1382933	Plate29.51
PRJEB13747	SAMEA3945476	ERS1132610	ERR1382934	Plate26.43
PRJEB13747	SAMEA3945218	ERS1132352	ERR1382935	Plate23.25
PRJEB13747	SAMEA3945101	ERS1132235	ERR1382936	Plate21.8
PRJEB13747	SAMEA3944172	ERS1131306	ERR1382937	High2.93
PRJEB13747	SAMEA3943317	ERS1130451	ERR1382938	Plate36.61
PRJEB13747	SAMEA3943122	ERS1130256	ERR1382939	Plate34.2.9
PRJEB13747	SAMEA3945383	ERS1132517	ERR1382940	Plate25.68
PRJEB13747	SAMEA3943586	ERS1130720	ERR1382941	Plate45.44
PRJEB13747	SAMEA3945246	ERS1132380	ERR1382942	Plate23.66
PRJEB13747	SAMEA3946036	ERS1133170	ERR1382943	Plate5.77
PRJEB13747	SAMEA3943549	ERS1130683	ERR1382944	Plate44.21
PRJEB13747	SAMEA3946399	ERS1133533	ERR1382945	PlateRedo3.41
PRJEB13747	SAMEA3945250	ERS1132384	ERR1382946	Plate24.47
PRJEB13747	SAMEA3946107	ERS1133241	ERR1382947	Plate6.88
PRJEB13747	SAMEA3944200	ERS1131334	ERR1382948	Low1.52
PRJEB13747	SAMEA3946315	ERS1133449	ERR1382949	Plate9.24
PRJEB13747	SAMEA3944073	ERS1131207	ERR1382950	High1.57
PRJEB13747	SAMEA3946140	ERS1133274	ERR1382951	Plate6.19
PRJEB13747	SAMEA3944466	ERS1131600	ERR1382952	Plate12.37
PRJEB13747	SAMEA3944615	ERS1131749	ERR1382953	Plate14.20
PRJEB13747	SAMEA3944383	ERS1131517	ERR1382954	Plate10.16
PRJEB13747	SAMEA3945441	ERS1132575	ERR1382955	Plate26.71
PRJEB13747	SAMEA3945725	ERS1132859	ERR1382956	Plate30.67
PRJEB13747	SAMEA3946178	ERS1133312	ERR1382957	Plate7.73
PRJEB13747	SAMEA3945049	ERS1132183	ERR1382958	Plate21.35
PRJEB13747	SAMEA3944357	ERS1131491	ERR1382959	Plate10.3
PRJEB13747	SAMEA3945365	ERS1132499	ERR1382960	Plate25.94
PRJEB13747	SAMEA3945229	ERS1132363	ERR1382961	Plate23.76
PRJEB13747	SAMEA3945376	ERS1132510	ERR1382962	Plate25.39
PRJEB13747	SAMEA3943172	ERS1130306	ERR1382963	Plate34.2.18
PRJEB13747	SAMEA3944392	ERS1131526	ERR1382964	Plate10.23
PRJEB13747	SAMEA3945931	ERS1133065	ERR1382965	Plate33.39
PRJEB13747	SAMEA3943591	ERS1130725	ERR1382966	Plate45.47
PRJEB13747	SAMEA3944102	ERS1131236	ERR1382967	High1.87
PRJEB13747	SAMEA3943896	ERS1131030	ERR1382968	Plate39.77
PRJEB13747	SAMEA3945682	ERS1132816	ERR1382969	Plate29.80
PRJEB13747	SAMEA3945303	ERS1132437	ERR1382970	Plate24.18
PRJEB13747	SAMEA3945836	ERS1132970	ERR1382971	Plate31.30
PRJEB13747	SAMEA3945715	ERS1132849	ERR1382972	Plate30.58
PRJEB13747	SAMEA3944322	ERS1131456	ERR1382973	Low2.16
PRJEB13747	SAMEA3943361	ERS1130495	ERR1382974	Plate37.14
PRJEB13747	SAMEA3944212	ERS1131346	ERR1382975	Low1.47
PRJEB13747	SAMEA3946273	ERS1133407	ERR1382976	Plate8.70
PRJEB13747	SAMEA3943843	ERS1130977	ERR1382977	Plate38.27
PRJEB13747	SAMEA3945017	ERS1132151	ERR1382978	Plate20.64
PRJEB13747	SAMEA3945507	ERS1132641	ERR1382979	Plate27.51
PRJEB13747	SAMEA3944959	ERS1132093	ERR1382980	Plate19.58
PRJEB13747	SAMEA3946177	ERS1133311	ERR1382981	Plate7.11
PRJEB13747	SAMEA3944776	ERS1131910	ERR1382982	Plate16.61
PRJEB13747	SAMEA3944480	ERS1131614	ERR1382983	Plate12.19
PRJEB13747	SAMEA3945390	ERS1132524	ERR1382984	Plate25.78
PRJEB13747	SAMEA3943752	ERS1130886	ERR1382985	Plate47.12
PRJEB13747	SAMEA3945768	ERS1132902	ERR1382986	Plate31.60
PRJEB13747	SAMEA3943394	ERS1130528	ERR1382987	Plate37.35
PRJEB13747	SAMEA3945872	ERS1133006	ERR1382988	Plate32.85
PRJEB13747	SAMEA3943917	ERS1131051	ERR1382989	Plate39.3
PRJEB13747	SAMEA3945644	ERS1132778	ERR1382990	Plate29.37
PRJEB13747	SAMEA3945409	ERS1132543	ERR1382991	Plate26.93
PRJEB13747	SAMEA3944160	ERS1131294	ERR1382992	High2.37
PRJEB13747	SAMEA3943372	ERS1130506	ERR1382993	Plate37.58
PRJEB13747	SAMEA3945970	ERS1133104	ERR1382994	Plate34.10
PRJEB13747	SAMEA3945551	ERS1132685	ERR1382995	Plate28.93
PRJEB13747	SAMEA3945673	ERS1132807	ERR1382996	Plate29.87
PRJEB13747	SAMEA3944738	ERS1131872	ERR1382997	Plate16.10
PRJEB13747	SAMEA3944692	ERS1131826	ERR1382998	Plate15.14
PRJEB13747	SAMEA3943835	ERS1130969	ERR1382999	Plate38.25
PRJEB13747	SAMEA3944134	ERS1131268	ERR1383000	High1.47
PRJEB13747	SAMEA3944622	ERS1131756	ERR1383001	Plate14.49
PRJEB13747	SAMEA3943646	ERS1130780	ERR1383002	Plate45.1
PRJEB13747	SAMEA3945748	ERS1132882	ERR1383003	Plate30.16
PRJEB13747	SAMEA3943182	ERS1130316	ERR1383004	Plate34.2.2
PRJEB13747	SAMEA3945325	ERS1132459	ERR1383005	Plate25.66
PRJEB13747	SAMEA3943414	ERS1130548	ERR1383006	Plate40.9
PRJEB13747	SAMEA3943677	ERS1130811	ERR1383007	Plate46.34
PRJEB13747	SAMEA3943748	ERS1130882	ERR1383008	Plate47.29
PRJEB13747	SAMEA3943727	ERS1130861	ERR1383009	Plate46.7
PRJEB13747	SAMEA3944042	ERS1131176	ERR1383010	Plate43.56
PRJEB13747	SAMEA3945858	ERS1132992	ERR1383011	Plate32.89
PRJEB13747	SAMEA3943203	ERS1130337	ERR1383012	Plate35.44
PRJEB13747	SAMEA3945274	ERS1132408	ERR1383013	Plate24.62
PRJEB13747	SAMEA3946145	ERS1133279	ERR1383014	Plate6.73
PRJEB13747	SAMEA3943199	ERS1130333	ERR1383015	Plate35.78
PRJEB13747	SAMEA3946010	ERS1133144	ERR1383016	Plate5.18
PRJEB13747	SAMEA3946147	ERS1133281	ERR1383017	Plate6.34
